fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6.7,0.34,0.26,5.2,0.056,20.0,142.0,0.99787,3.07,0.6,9.4,6.0
6.4,0.23,0.32,1.5,0.045,52.0,189.0,0.99527,3.17,0.32,9.8,7.0
5.5,0.12,0.23,1.6,0.023,13.0,63.0,0.98958,3.18,0.54,12.3,7.0
7.6,0.27,0.28,1.6,0.042,47.0,146.0,0.99261,3.11,0.42,9.2,5.0
7.6,0.23,0.32,1.6,0.053,37.0,149.0,0.9949,3.11,0.4,9.4,5.0
7.4,0.19,0.49,1.4,0.047,53.0,138.0,0.9932,3.4,0.66,11.5,7.0
6.8,0.27,0.26,5.2,0.036,16.0,105.0,0.99383,3.24,0.42,10.2,6.0
7.9,0.18,0.24,5.2,0.047,21.0,95.0,0.99383,3.52,0.64,10.4,5.0
7.1,0.25,0.41,1.6,0.036,11.0,124.0,0.9932,3.27,0.43,9.1,7.0
6.3,0.25,0.41,1.4,0.057,61.0,134.0,0.9998,3.23,0.47,10.7,6.0
7.7,0.3,0.49,5.4,0.036,55.0,173.0,0.9916,3.26,0.68,12.9,7.0
7.4,0.23,0.49,11.6,0.051,37.0,210.0,0.9939,3.15,0.4,9.5,5.0
7.1,0.27,0.39,1.8,0.033,30.0,124.0,0.99178,3.18,0.47,12.2,6.0
5.9,0.27,0.24,5.8,0.044,35.0,121.0,0.992,3.28,0.42,12.2,7.0
7.6,0.12,0.39,1.6,0.036,38.0,124.0,0.9908,3.25,0.42,10.4,7.0
6.9,0.19,0.16,1.0,0.047,16.0,104.0,0.994,3.11,0.63,10.0,6.0
5.5,0.19,0.26,1.4,0.053,31.0,148.0,0.9963,3.53,0.66,10.7,7.0
5.2,0.33,0.24,10.1,0.045,50.0,228.0,0.99907,3.14,0.48,9.5,8.0
7.8,0.25,0.39,1.6,0.032,52.0,173.0,0.99164,3.15,0.4,9.8,7.0
7.3,0.18,0.21,1.4,0.043,37.0,133.0,0.9934,3.11,0.5,11.5,7.0
7.4,0.3,0.36,1.4,0.044,26.0,132.0,0.99059,3.28,0.47,11.7,6.0
7.4,0.24,0.26,5.8,0.054,67.0,214.0,0.99216,3.17,0.5,9.8,5.0
6.4,0.32,0.49,7.9,0.053,37.0,191.0,0.9949,3.14,0.6,9.6,6.0
6.4,0.105,0.29,11.4,0.035,37.0,220.0,0.99178,3.38,0.55,9.6,5.0
7.2,0.26,0.24,1.6,0.047,21.0,105.0,0.9898,3.29,0.47,10.5,6.0
7.2,0.28,0.49,2.1,0.034,53.0,180.0,0.99084,3.07,0.42,9.2,5.0
7.1,0.23,0.37,1.4,0.036,38.0,124.0,0.99096,3.28,0.43,11.2,5.0
7.3,0.3,0.49,1.5,0.03,25.0,109.0,0.9911,3.36,0.3,10.3,7.0
5.5,0.25,0.22,8.4,0.043,35.0,228.0,0.9932,3.22,0.5,10.8,8.0
5.5,0.18,0.29,2.4,0.034,41.0,200.0,0.9908,3.38,0.35,9.3,7.0
7.9,0.28,0.26,15.6,0.058,54.0,214.0,0.9914,3.14,0.39,9.4,5.0
6.1,0.26,0.33,2.7,0.03,41.0,200.0,0.99787,3.1,0.35,9.3,5.0
6.6,0.32,0.34,1.4,0.053,22.0,84.0,0.99278,3.18,0.6,9.5,7.0
7.6,0.23,0.49,1.4,0.042,36.0,99.0,0.9893,3.05,0.4,9.2,6.0
5.5,0.23,0.32,16.8,0.036,16.0,99.0,0.99184,3.28,0.5,10.8,8.0
6.9,0.16,0.32,7.9,0.057,52.0,183.0,0.994,3.11,0.42,9.5,6.0
6.4,0.33,0.26,5.8,0.051,67.0,196.0,0.99555,3.11,0.47,12.2,5.0
8.3,0.18,0.32,2.1,0.033,55.0,149.0,0.9911,3.09,0.41,9.5,5.0
5.9,0.29,0.29,2.4,0.036,54.0,166.0,0.99555,3.4,0.6,10.7,7.0
6.3,0.2,0.28,2.9,0.042,37.0,133.0,0.99514,3.15,0.42,10.7,5.0
7.6,0.33,0.45,1.4,0.053,33.0,151.0,0.99059,3.18,0.47,9.2,5.0
6.3,0.12,0.26,1.6,0.037,44.0,140.0,0.9949,3.34,0.45,9.5,6.0
7.9,0.25,0.32,5.15,0.05,52.0,196.0,0.99142,3.19,0.55,9.5,5.0
7.4,0.18,0.37,1.5,0.043,30.0,149.0,0.9932,3.11,0.47,10.8,7.0
7.6,0.54,0.29,8.3,0.054,48.0,224.0,0.9976,3.27,0.37,9.2,5.0
7.6,0.4,0.26,4.5,0.086,35.0,228.0,0.9966,3.15,0.6,9.5,6.0
6.9,0.24,0.26,8.3,0.058,28.0,146.0,0.9955,3.0,0.48,9.2,5.0
6.9,0.23,0.21,5.0,0.035,53.0,180.0,0.9914,3.36,0.33,11.9,6.0
6.0,0.67,0.14,1.5,0.045,26.0,108.0,0.993,3.38,0.51,10.1,6.0
7.1,0.25,0.32,1.1,0.041,10.0,122.0,0.9929,3.14,0.41,11.0,7.0
7.6,0.31,0.26,5.4,0.043,49.0,159.0,0.993,3.11,0.51,10.4,7.0
6.3,0.27,0.24,1.4,0.052,20.0,142.0,0.9949,3.21,0.51,10.1,7.0
5.9,0.19,0.74,8.4,0.044,33.0,169.0,0.99784,3.09,0.66,8.7,8.0
6.1,0.17,0.28,10.5,0.042,55.0,173.0,0.99536,3.38,0.42,9.4,6.0
6.4,0.22,0.32,14.35,0.047,49.0,128.0,0.9981,2.94,0.88,11.1,5.0
7.3,0.3,0.91,1.6,0.034,34.0,128.0,0.99394,3.19,0.39,11.7,7.0
8.1,0.22,0.22,5.15,0.037,54.0,173.0,0.9934,3.22,0.45,10.2,5.0
6.4,0.23,0.34,7.9,0.039,52.0,183.0,0.9952,2.99,0.47,9.7,7.0
7.1,0.16,0.32,1.1,0.036,43.0,117.0,0.9937,3.17,0.41,11.0,5.0
7.3,0.29,0.41,1.1,0.036,20.0,142.0,0.9998,3.29,0.54,10.7,6.0
7.5,0.31,0.49,4.7,0.05,34.0,121.0,0.99514,3.14,0.6,9.5,6.0
6.3,0.35,0.45,5.2,0.053,33.0,151.0,0.9979,3.27,0.48,10.6,7.0
7.7,0.25,0.49,1.7,0.048,31.0,148.0,0.99784,3.03,0.52,9.4,6.0
6.1,0.39,0.3,6.8,0.044,22.0,91.0,0.9911,3.26,0.57,10.5,6.0
6.9,0.17,0.32,1.8,0.028,42.0,140.0,0.9911,3.22,0.5,13.2,6.0
5.2,0.19,0.49,5.0,0.047,49.0,192.0,0.9932,3.21,0.63,10.0,8.0
6.4,0.23,0.45,1.6,0.039,53.0,138.0,0.99059,3.26,0.47,12.2,7.0
6.4,0.35,0.39,15.6,0.069,9.0,117.0,0.99538,3.12,0.35,9.3,5.0
7.6,0.24,0.26,1.5,0.049,47.0,182.0,0.9981,3.14,0.48,9.3,7.0
6.4,0.285,0.29,5.3,0.036,74.0,184.0,0.99084,3.42,0.35,10.2,5.0
7.6,0.3,0.45,2.9,0.039,36.0,122.0,0.9908,3.15,0.5,12.4,5.0
6.0,0.16,0.39,1.6,0.032,53.0,142.0,0.994,3.11,0.66,11.7,7.0
6.7,0.12,0.23,8.2,0.023,66.0,272.0,0.99527,3.12,0.38,9.5,6.0
6.3,0.42,0.34,2.9,0.048,54.0,173.0,0.9937,3.29,0.6,9.5,5.0
6.4,0.16,0.32,1.5,0.036,74.0,184.0,0.99084,3.11,0.41,9.8,7.0
6.0,0.67,0.32,1.5,0.041,23.0,122.0,0.99296,3.21,0.56,10.8,7.0
5.9,0.35,0.29,2.4,0.036,28.0,100.0,0.99188,3.29,0.41,10.5,6.0
7.6,0.27,0.26,8.2,0.054,52.0,189.0,0.9963,3.11,0.48,9.2,5.0
6.9,0.3,0.49,1.6,0.049,48.0,224.0,0.9988,3.18,0.49,9.3,5.0
5.9,0.29,0.21,14.35,0.057,16.0,111.0,0.9963,3.09,0.42,10.8,8.0
6.4,0.22,0.35,8.2,0.211,61.0,209.0,0.99296,3.18,0.55,9.6,5.0
6.2,0.18,0.41,2.1,0.043,31.0,168.0,0.99096,3.22,0.54,10.3,6.0
6.4,0.25,0.3,7.8,0.043,10.0,209.0,0.9937,3.02,0.51,9.8,5.0
5.2,0.16,0.26,14.2,0.028,49.0,192.0,1.00013,3.22,0.74,11.2,8.0
7.6,0.16,0.39,5.4,0.036,26.0,168.0,0.992,3.25,0.42,12.2,5.0
5.9,0.36,0.26,16.8,0.173,67.0,210.0,0.99334,3.13,0.5,9.5,8.0
8.0,0.18,0.33,2.2,0.043,34.0,128.0,0.9928,3.46,0.47,10.5,5.0
7.0,0.17,0.34,17.85,0.147,50.0,228.0,0.99382,3.14,0.47,10.7,6.0
6.6,0.39,0.35,1.6,0.053,32.0,134.0,0.99334,3.25,0.47,9.4,6.0
7.4,0.24,0.26,1.5,0.036,30.0,122.0,0.99084,3.38,0.54,10.8,6.0
6.1,0.25,0.3,1.6,0.036,38.0,124.0,0.993,3.21,0.51,12.1,7.0
7.6,0.3,0.33,3.7,0.032,52.0,173.0,0.9941,3.25,0.4,9.5,5.0
6.0,0.54,0.35,1.6,0.06,43.0,117.0,0.993,3.27,0.37,11.5,7.0
7.4,0.39,0.74,8.4,0.053,52.0,183.0,0.9955,3.09,0.41,9.5,5.0
6.7,0.34,0.26,16.8,0.034,22.0,99.0,0.994,3.11,0.4,10.5,6.0
7.4,0.24,0.26,8.3,0.05,52.0,187.0,0.9963,3.14,0.5,8.9,5.0
7.6,0.27,0.45,1.1,0.028,23.0,122.0,0.99096,3.04,0.48,10.4,5.0
6.1,0.25,0.32,1.5,0.041,52.0,196.0,0.99555,3.17,0.5,9.7,5.0
7.4,0.17,0.34,14.0,0.174,66.0,272.0,0.9932,2.99,0.4,9.5,7.0
7.9,0.29,0.49,8.2,0.041,37.0,213.0,0.99164,2.99,0.41,10.1,7.0
7.9,0.33,0.7,6.9,0.043,54.0,173.0,0.9942,3.03,0.75,9.4,5.0
7.7,0.3,0.24,5.4,0.03,67.0,196.0,0.99538,3.25,0.32,9.5,7.0
7.6,0.25,0.39,1.4,0.053,29.0,142.0,0.9942,3.25,0.66,9.3,5.0
6.3,0.17,0.21,1.1,0.036,16.0,104.0,0.9928,3.53,0.68,9.3,6.0
7.4,0.29,0.31,7.8,0.048,52.0,196.0,0.9949,3.09,0.39,10.9666666666667,5.0
7.5,0.3,0.25,1.5,0.038,23.0,122.0,0.99388,3.3,0.47,10.7,5.0
7.1,0.17,0.49,1.6,0.029,16.0,99.0,0.992,3.15,0.42,10.5,7.0
7.6,0.31,0.29,9.7,0.042,54.0,173.0,0.9966,3.14,0.36,9.4,5.0
6.7,0.24,0.29,8.2,0.035,52.0,189.0,0.9895,3.31,0.34,9.3,7.0
7.9,0.22,0.23,5.0,0.045,30.0,122.0,0.99296,3.38,0.63,10.0,6.0
6.3,0.18,0.24,1.4,0.045,22.0,122.0,0.99261,3.19,0.66,10.5,7.0
7.6,0.19,0.26,4.4,0.05,55.0,149.0,0.9937,3.11,0.66,9.3,5.0
7.4,0.18,0.37,1.4,0.043,26.0,106.0,0.99109,3.52,0.5,11.0,5.0
5.9,0.26,0.49,4.7,0.042,29.0,86.0,0.99168,3.32,0.4,10.7,8.0
6.9,0.27,0.34,5.8,0.044,16.0,105.0,0.9914,2.98,0.48,10.9,6.0
6.6,0.3,0.49,2.4,0.049,37.0,133.0,0.9963,3.22,0.3,9.3,5.0
7.4,0.3,0.49,11.8,0.034,61.0,134.0,0.994,3.14,0.49,9.5,5.0
7.6,0.3,0.49,1.5,0.038,47.0,146.0,0.99787,3.1,0.63,9.2,6.0
6.0,0.28,0.29,1.1,0.028,26.0,108.0,0.9937,3.18,0.41,10.0,7.0
6.7,0.67,0.42,5.15,0.036,20.0,119.0,0.99178,2.99,0.56,11.5,6.0
6.4,0.35,0.26,8.3,0.053,52.0,196.0,0.9972,3.13,0.5,9.5,4.0
5.9,0.19,0.29,12.3,0.05,20.0,119.0,0.99658,3.18,0.66,10.5,7.0
7.9,0.3,0.33,5.8,0.05,52.0,173.0,0.99514,3.17,0.5,12.2,7.0
6.2,0.16,0.37,14.2,0.033,49.0,192.0,0.9963,3.22,0.51,9.3,6.0
8.3,0.29,0.31,5.1,0.045,37.0,213.0,0.9942,3.09,0.39,11.5,5.0
7.6,0.14,0.49,1.4,0.034,16.0,111.0,0.9942,3.25,0.4,10.1,6.0
6.7,0.16,0.73,7.1,0.057,28.0,124.0,0.9934,3.17,0.41,11.0,5.0
6.9,0.28,0.24,16.8,0.057,49.0,118.0,0.99527,3.23,0.42,9.1,6.0
6.2,0.17,0.33,5.2,0.037,54.0,173.0,0.9963,3.22,0.7,9.2,5.0
6.7,0.17,0.49,1.4,0.048,48.0,224.0,0.99084,3.26,0.5,11.1,7.0
7.4,0.17,0.74,8.2,0.044,54.0,164.0,0.9939,3.27,0.47,9.5,5.0
6.9,0.33,0.49,2.4,0.037,9.0,116.0,0.9911,3.24,0.43,9.3,4.0
6.9,0.53,0.16,1.1,0.033,9.0,117.0,0.9963,3.07,0.53,10.5,7.0
7.9,0.16,0.74,1.4,0.037,44.0,140.0,0.99296,3.07,0.41,8.9,7.0
6.4,0.27,0.34,6.4,0.042,9.0,117.0,0.9969,2.99,0.42,10.7,7.0
7.4,0.22,0.34,4.7,0.053,36.0,99.0,0.99699,3.12,0.6,9.4,7.0
6.1,0.25,0.34,2.7,0.032,34.0,128.0,0.99334,3.28,0.43,9.5,6.0
7.7,0.55,0.29,10.6,0.053,27.0,91.0,0.99787,3.07,0.55,9.4,5.0
6.3,0.38,0.36,1.5,0.044,16.0,104.0,0.99184,3.28,0.6,10.8,6.0
7.1,0.285,0.29,1.1,0.035,31.0,148.0,0.9893,3.03,0.54,10.7,6.0
8.3,0.18,0.37,2.4,0.043,52.0,173.0,0.9937,3.52,0.5,9.5,5.0
7.6,0.16,0.26,1.4,0.048,52.0,196.0,0.9937,3.39,0.4,9.2,6.0
7.2,0.27,0.29,2.1,0.036,16.0,99.0,0.9955,3.07,0.48,9.3,6.0
7.2,0.25,0.41,5.8,0.034,55.0,122.0,0.9903,3.29,0.39,12.2,6.0
7.4,0.53,0.16,1.1,0.033,49.0,226.0,0.98856,3.18,0.53,10.0,5.0
6.8,0.3,0.49,5.3,0.049,22.0,61.0,0.9932,3.46,0.47,10.8,6.0
6.3,0.17,0.21,1.6,0.047,61.0,134.0,0.9942,3.15,0.47,10.7,5.0
5.9,0.27,0.36,1.4,0.057,23.0,116.0,0.9981,3.17,0.48,10.4,6.0
8.7,0.54,0.29,1.6,0.045,33.0,169.0,0.9929,3.28,0.47,10.5,6.0
7.6,0.2,0.49,1.6,0.049,47.0,182.0,0.9932,3.14,0.42,9.3,5.0
5.9,0.32,0.26,1.4,0.057,21.0,95.0,0.99527,3.22,0.5,12.4,6.0
7.3,0.3,0.25,2.9,0.038,56.0,173.0,0.9887,3.52,0.3,9.3,7.0
7.0,0.3,0.34,1.5,0.033,36.0,133.0,0.99178,3.18,0.68,10.7,7.0
7.4,0.18,0.53,1.5,0.048,21.0,106.0,0.9937,3.05,0.4,10.5,6.0
7.7,0.39,0.49,1.6,0.034,23.0,131.0,0.9949,3.25,0.4,9.3,6.0
6.0,0.19,0.41,1.5,0.045,42.0,140.0,0.9937,3.11,0.57,10.8,6.0
7.6,0.3,0.49,4.7,0.049,17.0,105.0,0.9949,3.14,0.47,9.4,5.0
7.0,0.33,0.86,1.5,0.174,27.0,191.0,0.99142,2.99,0.5,9.7,6.0
6.0,0.24,0.26,1.4,0.048,27.0,91.0,0.9961,3.02,0.5,9.8,5.0
6.1,0.19,0.34,1.8,0.047,34.0,122.0,0.994,2.98,0.47,11.0,7.0
7.0,0.19,0.24,1.6,0.052,30.0,124.0,0.99178,3.22,0.64,10.9,5.0
6.3,0.18,0.26,1.5,0.043,52.0,183.0,0.9949,3.53,0.5,9.8,6.0
7.1,0.29,0.26,13.65,0.048,55.0,149.0,0.9936,3.09,0.59,9.3,5.0
5.7,0.23,0.3,1.6,0.028,22.0,84.0,0.994,3.27,0.54,10.5,8.0
7.6,0.32,0.26,5.2,0.051,53.0,138.0,0.99216,3.29,0.5,9.2,5.0
7.5,0.22,0.32,7.7,0.048,50.0,228.0,0.9988,3.18,0.5,9.3,6.0
5.9,0.23,0.26,12.0,0.053,61.0,134.0,0.9955,3.14,0.48,9.5,6.0
6.8,0.23,0.22,13.5,0.045,49.0,118.0,0.9961,3.07,0.63,10.7,5.0
7.1,0.18,0.3,1.8,0.033,57.0,161.0,0.9911,3.27,0.5,10.7,5.0
7.6,0.16,0.14,1.6,0.043,23.0,116.0,0.9937,3.42,0.51,12.4,6.0
6.3,0.3,0.26,8.2,0.049,52.0,189.0,0.993,3.14,0.47,9.5,5.0
6.4,0.24,0.26,13.4,0.048,55.0,228.0,1.0001,3.02,0.75,8.9,6.0
6.4,0.25,0.7,7.9,0.037,52.0,196.0,0.9963,3.08,0.45,9.5,7.0
6.4,0.32,0.26,7.9,0.053,61.0,209.0,0.9937,3.15,0.6,10.5,6.0
7.3,0.29,0.25,1.5,0.057,40.0,146.0,0.9981,3.23,0.54,10.5,7.0
6.7,0.16,0.49,1.1,0.036,26.0,108.0,0.9942,3.53,0.47,9.3,5.0
6.8,0.23,0.31,10.1,0.045,49.0,159.0,0.9963,3.09,0.32,9.8,6.0
6.7,0.25,0.28,1.8,0.047,53.0,138.0,0.99383,3.27,0.47,11.2,7.0
7.9,0.53,0.26,5.3,0.048,27.0,191.0,0.9887,3.16,0.5,9.0,5.0
7.2,0.25,0.39,1.8,0.052,30.0,124.0,0.9961,3.23,0.4,9.3,5.0
6.4,0.22,0.26,15.6,0.053,50.0,118.0,0.99699,3.14,0.4,9.5,5.0
8.3,0.32,0.33,2.9,0.045,54.0,166.0,0.99184,3.18,0.5,9.5,6.0
6.3,0.3,0.49,9.3,0.049,52.0,189.0,0.99975,3.06,0.47,9.6,5.0
6.4,0.22,0.26,2.4,0.05,23.0,131.0,0.9963,3.11,0.5,9.7,5.0
6.2,0.25,0.39,1.6,0.032,52.0,189.0,0.9998,3.22,0.4,9.3,7.0
6.3,0.3,0.49,1.6,0.049,26.0,168.0,0.994,3.23,0.49,9.8,7.0
7.0,0.3,0.45,2.7,0.036,40.0,124.0,0.99658,3.22,0.39,9.3,6.0
6.9,0.3,0.33,7.9,0.034,53.0,180.0,0.994,3.26,0.49,9.5,5.0
7.6,0.3,0.45,1.6,0.037,38.0,124.0,0.99096,3.15,0.47,12.2,5.0
5.5,0.3,0.24,1.5,0.045,26.0,168.0,0.9963,3.38,0.39,9.8,8.0
7.0,0.3,0.49,1.8,0.049,20.0,142.0,0.99164,3.26,0.3,10.1,7.0
7.9,0.17,0.26,9.8,0.053,54.0,166.0,0.99538,3.0,0.5,9.8,7.0
6.4,0.25,0.32,4.7,0.047,37.0,151.0,0.9916,3.27,0.47,10.5,7.0
6.4,0.24,0.26,14.0,0.052,9.0,117.0,0.9937,3.14,0.5,10.8,5.0
7.6,0.18,0.26,8.3,0.042,28.0,100.0,0.99388,3.38,0.36,10.1,5.0
6.0,0.27,0.24,0.8,0.048,30.0,149.0,0.9911,3.11,0.51,9.3,6.0
7.6,0.23,0.49,6.9,0.036,36.0,99.0,0.99296,3.38,0.3,10.1,4.0
6.4,0.18,0.29,2.7,0.034,41.0,200.0,0.9942,3.4,0.34,9.5,6.0
7.6,0.35,0.24,11.4,0.052,50.0,228.0,0.9942,3.13,0.5,10.5,7.0
5.5,0.35,0.26,2.4,0.053,41.0,200.0,0.99188,3.18,0.5,9.5,5.0
6.3,0.12,0.45,5.4,0.12,36.0,120.0,0.9949,3.1,0.45,11.0,5.0
7.2,0.27,0.49,1.6,0.045,21.0,106.0,0.992,3.3,0.42,10.4,6.0
6.8,0.3,0.33,6.3,0.036,34.0,128.0,0.9914,3.36,0.49,9.5,5.0
8.3,0.27,0.45,17.85,0.046,50.0,228.0,0.99084,3.34,0.48,9.5,5.0
7.2,0.27,0.26,8.2,0.056,50.0,228.0,0.99096,3.14,0.48,9.4,5.0
6.8,0.31,0.14,1.1,0.034,61.0,134.0,0.9903,3.42,0.51,10.0,7.0
7.4,0.32,0.26,15.6,0.051,29.0,142.0,0.99534,3.14,0.4,9.5,7.0
7.0,0.18,0.19,1.5,0.046,21.0,145.0,0.99658,3.11,0.66,10.8,5.0
7.1,0.18,0.14,10.3,0.034,35.0,169.0,0.99168,3.31,0.34,9.1,7.0
6.4,0.4,0.26,5.4,0.053,35.0,228.0,0.99059,3.18,0.38,9.5,6.0
6.9,0.23,0.24,5.2,0.047,32.0,134.0,0.9942,3.22,0.47,13.0,5.0
6.9,0.23,0.26,7.8,0.043,61.0,209.0,0.99383,3.11,0.4,11.9,5.0
6.1,0.53,0.39,15.55,0.036,49.0,118.0,0.99296,3.26,0.32,10.1,7.0
7.6,0.26,0.32,2.7,0.043,30.0,149.0,0.99164,3.1,0.5,11.5,6.0
6.8,0.29,0.29,5.2,0.062,33.0,152.0,0.9941,3.11,0.35,9.5,7.0
7.9,0.4,0.49,10.1,0.048,29.0,142.0,0.99532,3.14,0.42,10.1,6.0
7.9,0.22,0.32,4.7,0.048,35.0,228.0,0.99288,3.1,0.5,11.1,7.0
6.0,0.29,0.29,10.3,0.035,61.0,134.0,0.9988,3.19,0.35,10.7,6.0
7.9,0.29,0.25,5.0,0.057,21.0,145.0,0.99388,3.23,0.54,10.0,6.0
6.4,0.26,0.26,2.4,0.05,34.0,128.0,0.9955,3.17,0.48,9.8,5.0
7.6,0.3,0.34,5.4,0.036,61.0,209.0,0.9955,3.17,0.68,11.1,6.0
8.7,0.35,0.27,11.6,0.053,30.0,220.0,0.9955,3.02,0.51,8.9,5.0
6.1,0.23,0.49,1.3,0.048,16.0,105.0,0.99296,3.28,0.42,11.4,7.0
6.4,0.23,0.35,8.2,0.051,50.0,199.0,0.99534,3.18,0.47,9.8,5.0
7.2,0.16,0.26,1.6,0.065,28.0,84.0,0.99394,3.21,0.43,11.0,4.0
7.2,0.18,0.7,4.7,0.036,33.0,152.0,0.99084,3.38,0.66,12.4,5.0
7.5,0.25,0.34,1.6,0.049,32.0,134.0,0.99434,3.11,0.47,10.7,6.0
7.6,0.25,0.34,1.5,0.049,23.0,132.0,0.9941,3.11,0.43,9.3,7.0
6.6,0.105,0.29,7.2,0.048,27.0,151.0,0.9938,3.14,0.35,9.3,7.0
5.9,0.29,0.41,8.3,0.048,48.0,224.0,0.99059,3.09,0.59,11.1,8.0
6.9,0.25,0.3,7.8,0.032,67.0,210.0,0.9932,3.38,0.43,10.1,6.0
6.7,0.23,0.23,2.4,0.047,61.0,209.0,0.9949,3.27,0.47,11.1,7.0
6.5,0.46,0.26,13.5,0.147,52.0,165.0,0.99434,3.12,0.47,9.7,6.0
5.9,0.27,0.26,15.6,0.053,48.0,224.0,0.9972,3.34,0.68,9.5,7.0
7.6,0.14,0.35,1.6,0.048,16.0,99.0,0.9988,3.52,0.51,9.4,6.0
7.6,0.3,0.21,1.6,0.036,36.0,122.0,0.993,3.25,0.49,10.4,5.0
7.1,0.27,0.32,8.7,0.034,47.0,182.0,0.99296,3.16,0.35,10.1,6.0
6.7,0.33,0.49,8.3,0.041,54.0,164.0,0.99296,3.26,0.68,8.9,6.0
6.3,0.46,0.26,1.8,0.147,66.0,272.0,0.99434,3.19,0.46,11.5,5.0
6.4,0.24,0.34,5.8,0.044,26.0,168.0,0.9937,3.12,0.47,12.4,5.0
5.9,0.27,0.49,15.1,0.034,21.0,105.0,0.992,3.21,0.42,10.1,8.0
7.1,0.17,0.42,1.8,0.033,42.0,140.0,0.99216,2.87,0.47,10.1,7.0
7.7,0.18,0.37,1.5,0.034,28.0,124.0,0.99084,3.32,0.34,11.0,5.0
6.0,0.16,0.76,1.4,0.065,43.0,117.0,0.99394,3.09,0.41,9.7,5.0
7.4,0.25,0.49,1.8,0.057,41.0,107.0,0.9961,3.14,0.48,9.0,7.0
6.2,0.38,0.24,5.2,0.047,55.0,173.0,0.9963,3.27,0.6,12.2,5.0
7.0,0.23,0.39,1.0,0.023,23.0,131.0,0.9893,3.18,0.4,9.8,4.0
6.2,0.27,0.27,5.2,0.03,61.0,134.0,0.9963,3.22,0.51,10.3,6.0
7.4,0.29,0.29,4.4,0.034,26.0,134.0,0.9932,3.14,0.39,10.5,4.0
7.0,0.25,0.33,2.7,0.173,32.0,134.0,0.99334,3.04,0.45,9.5,6.0
6.4,0.27,0.32,14.0,0.047,55.0,173.0,0.99532,3.14,0.47,9.6,6.0
6.4,0.32,0.26,7.9,0.05,48.0,224.0,0.99787,3.4,0.5,9.5,7.0
6.4,0.17,0.28,8.2,0.04,61.0,209.0,0.99555,3.04,0.35,9.4,6.0
7.6,0.25,0.37,14.0,0.043,36.0,99.0,0.9914,3.1,0.5,9.8,6.0
6.7,0.24,0.32,7.1,0.044,21.0,95.0,0.99184,3.22,0.5,12.2,6.0
5.9,0.49,0.34,8.2,0.042,52.0,165.0,0.9911,3.28,0.4,9.5,8.0
7.6,0.53,0.39,2.1,0.036,21.0,106.0,0.9887,3.24,0.88,10.4,7.0
8.3,0.24,0.26,14.0,0.031,37.0,187.0,0.99382,3.14,0.54,9.4,5.0
6.0,0.3,0.38,1.6,0.038,37.0,151.0,0.9966,3.1,0.5,9.5,5.0
6.9,0.27,0.34,9.5,0.045,36.0,122.0,0.9941,3.09,0.47,10.7,4.0
6.2,0.67,0.14,5.2,0.074,24.0,152.0,0.9937,3.22,0.51,10.3,5.0
7.9,0.24,0.29,5.2,0.036,34.0,121.0,0.99538,3.19,0.55,9.5,5.0
7.9,0.3,0.49,1.0,0.049,64.0,138.0,0.9969,3.14,0.47,10.8,6.0
6.4,0.24,0.26,5.4,0.054,30.0,142.0,0.9963,3.17,0.54,10.7,5.0
5.9,0.24,0.34,1.5,0.028,25.0,168.0,0.994,3.11,0.63,10.0,8.0
6.9,0.27,0.25,15.6,0.057,52.0,196.0,0.9941,3.23,0.54,9.8,5.0
5.2,0.17,0.32,1.1,0.031,54.0,166.0,0.9911,3.22,0.42,12.2,5.0
6.4,0.14,0.32,9.5,0.042,52.0,196.0,0.9966,3.11,0.35,9.7,5.0
6.9,0.39,0.42,9.8,0.053,67.0,210.0,0.99787,2.99,0.57,9.8,7.0
6.4,0.28,0.24,1.4,0.036,17.0,105.0,0.9932,3.11,0.47,10.7,6.0
6.9,0.22,0.21,10.3,0.051,23.0,132.0,0.9932,3.17,0.45,9.5,6.0
5.9,0.27,0.34,6.4,0.056,36.0,99.0,0.99538,3.25,0.6,9.5,7.0
6.0,0.25,0.29,7.8,0.045,54.0,173.0,0.9963,3.09,0.48,10.8,7.0
7.4,0.26,0.32,1.6,0.046,49.0,159.0,0.9941,3.14,0.75,10.7,7.0
7.4,0.29,0.49,4.7,0.045,30.0,149.0,0.9963,3.09,0.59,9.3,5.0
6.4,0.29,0.29,4.7,0.036,52.0,196.0,0.99334,3.17,0.41,10.5,6.0
7.4,0.35,0.29,5.2,0.058,30.0,149.0,0.9979,2.99,0.48,10.5,7.0
5.2,0.2,0.35,9.3,0.03,32.0,164.0,0.9937,3.29,0.42,10.2,8.0
6.7,0.26,0.32,1.6,0.041,44.0,140.0,0.9942,3.17,0.55,9.5,6.0
7.9,0.19,0.49,9.3,0.049,33.0,151.0,0.9966,3.18,0.63,10.0,5.0
7.4,0.28,0.3,1.4,0.047,52.0,173.0,0.9952,3.23,0.47,10.7,7.0
6.7,0.24,0.36,5.7,0.032,61.0,125.0,0.9911,3.27,0.48,11.1,5.0
7.5,0.3,0.49,8.3,0.049,21.0,145.0,0.9963,3.18,0.49,9.5,6.0
6.9,0.29,0.49,10.6,0.054,9.0,117.0,0.9966,3.07,0.41,9.5,6.0
